"dT"	"dC"	"ATP"	"dTTP"	"dCTP"	"VdT"	"VdC"	"fg"	"year"	"jrnl"	"vol"	"page"	"frstAut"	"seq"	"state"	"E"	"k"
0	75	300	0	0	NA	192.161946	"6"	2003	"Biochem"	42	15158	"Barroso"	"wt"	"tetramer"	0.0344	0.0931017180232558
0	100	300	0	0	NA	193.661946	"6"	2003	"Biochem"	42	15158	"Barroso"	"wt"	"tetramer"	0.0344	0.0938284622093023
0	150	300	0	0	NA	209.2047146	"6"	2003	"Biochem"	42	15158	"Barroso"	"wt"	"tetramer"	0.0344	0.101358873352713
0	200	300	0	0	NA	223.308853	"6"	2003	"Biochem"	42	15158	"Barroso"	"wt"	"tetramer"	0.0344	0.10819227374031
0	300	300	0	0	NA	231.2652954	"6"	2003	"Biochem"	42	15158	"Barroso"	"wt"	"tetramer"	0.0344	0.112047139244186
0.05	0	300	0	0	180.1857438	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.0872992944767442
0.1	0	300	0	0	235.2100844	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.113958374224806
0.25	0	300	0	0	247.510076	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.119917672480620
0.5	0	300	0	0	329.84393	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.159808105620155
1	0	300	0	0	344.8552191	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.167081017005814
1.5	0	300	0	0	375.7973402	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.182072354748062
2	0	300	0	0	407.7821221	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.197568857606589
3	0	300	0	0	440.5618027	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.213450485804264
4	0	300	0	0	457.1644796	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.221494418410853
5	0	300	0	0	473.8609824	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.229583809302326
7.5	0	300	0	0	519.11368	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.251508565891473
10	0	300	0	0	556.382153	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.269564996608527
12.5	0	300	0	0	568.7425344	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.275553553488372
15	0	300	0	0	602.8196999	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.292063808091085
20	0	300	0	0	620.3800631	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.300571735998062
30	0	300	0	0	668.0983505	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.32369106128876
40	0	300	0	0	678.1842492	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.328577640116279
50	0	300	0	0	712.9292637	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.34541146497093
75	0	300	0	0	733.143999	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.355205425872093
100	0	300	0	0	734.518499	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.355871365794574
150	0	300	0	0	747.7534903	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.362283667781008
200	0	300	0	0	805.2114164	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.390121810271318
300	0	300	0	0	787.550853	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.00688	0.381565335755814
0.05	0	300	0	0	118.1615009	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.0572487891957364
0.1	0	300	0	0	159.0653663	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.0770665534399225
0.25	0	300	0	0	189.0410354	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.0915896489341085
0.5	0	300	0	0	249.1312043	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.120703102858527
1	0	300	0	0	338.8564147	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.164174619525194
1.5	0	300	0	0	390.6996049	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.189292444234496
2	0	300	0	0	427.5746881	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.207158279118217
3	0	300	0	0	505.9187704	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.245115683333333
4	0	300	0	0	505.9187704	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.245115683333333
5	0	300	0	0	567.5892715	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.274994802083333
7.5	0	300	0	0	643.266358	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.311660057170543
10	0	300	0	0	710.5828274	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.344274625678295
12.5	0	300	0	0	769.0804967	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.372616519718992
15	0	300	0	0	805.6837268	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.390350642829457
20	0	300	0	0	820.6837268	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.397618084689923
30	0	300	0	0	901.6759682	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.436858511724806
40	0	300	0	0	927.0717833	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.449162685707364
50	0	300	0	0	958.0918077	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.464191767296512
75	0	300	0	0	999.1283171	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.484073797044574
100	0	300	0	0	1022.471055	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.495383263081395
150	0	300	0	0	1049.74601	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.508597873062016
200	0	300	0	0	1081.218079	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.523845968507752
300	0	300	0	0	1110.491196	NA	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.00688	0.538028680232558
0	0.05	300	0	0	NA	6.390433527	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.0030961402747093
0	0.1	300	0	0	NA	14.07736101	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.00682042684593023
0	0.25	300	0	0	NA	32.36125299	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.0156789016424419
0	0.5	300	0	0	NA	59.40583268	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.0287818956782946
0	1	300	0	0	NA	98.3070077	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.0476293641957364
0	1.5	300	0	0	NA	139.5754721	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.067623775242248
0	2	300	0	0	NA	159.9879423	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.0775135379360465
0	3	300	0	0	NA	181.7086113	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.088037117877907
0	4	300	0	0	NA	227.6094652	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.110275903682171
0	5	300	0	0	NA	259.889579	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.125915493701550
0	7.5	300	0	0	NA	292.2807258	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.141608878779070
0	10	300	0	0	NA	328.5192641	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.159166310125969
0	12.5	300	0	0	NA	347.2826037	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.168257075436047
0	15	300	0	0	NA	352.8846761	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.170971257800388
0	20	300	0	0	NA	385.1781264	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.186617309302326
0	30	300	0	0	NA	403.8591313	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.19566818376938
0	40	300	0	0	NA	427.3363604	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.207042810271318
0	50	300	0	0	NA	426.2334782	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.206508468120155
0	75	300	0	0	NA	440.3650583	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.213355163905039
0	100	300	0	0	NA	448.5163008	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.217304409302326
0	150	300	0	0	NA	448.0427175	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.217074960029070
0	200	300	0	0	NA	447.1418008	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.216638469379845
0	300	300	0	0	NA	443.0733023	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"dimer"	0.0172	0.214667297625969
0	0.05	300	0	0	NA	10.07902747	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.00488324974321705
0	0.1	300	0	0	NA	20.69305706	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.0100257059399225
0	0.25	300	0	0	NA	47.42432236	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.0229769003682171
0	0.5	300	0	0	NA	87.08369375	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.0421917120881783
0	1	300	0	0	NA	152.5202335	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.0738954619670543
0	1.5	300	0	0	NA	196.7033272	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.095301999612403
0	2	300	0	0	NA	237.3753269	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.115007425823643
0	3	300	0	0	NA	259.2667623	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.125613741424419
0	4	300	0	0	NA	353.790841	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.171410291182171
0	5	300	0	0	NA	378.2093165	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.183240947916667
0	7.5	300	0	0	NA	423.7543341	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.205307332412791
0	10	300	0	0	NA	459.9872511	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.222862040261628
0	12.5	300	0	0	NA	484.398128	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.234689015503876
0	15	300	0	0	NA	495.3125663	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.239977018556202
0	20	300	0	0	NA	571.1321524	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.276711314147287
0	30	300	0	0	NA	598.4851804	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.289963750193798
0	40	300	0	0	NA	628.1725881	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.304347184156977
0	50	300	0	0	NA	649.9539769	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.314900182606589
0	75	300	0	0	NA	660.5725205	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.320044825823643
0	100	300	0	0	NA	670.134116	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.324677381782946
0	150	300	0	0	NA	691.0815306	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.334826322965116
0	200	300	0	0	NA	700.2698626	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.339278034205426
0	300	300	0	0	NA	709.7234835	"1"	2005	"Biochem"	44	4886	"Barroso"	"wt"	"tetramer"	0.0172	0.343858276889535
